State,Administrative district,Year,Hospital type,Hospital Category,Number of Hospital,Number of Bed
Perak,Manjung (Sitiawan),2017,Non-MoH,,1,147
Perak,Manjung (Sitiawan),2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Perak,Manjung (Sitiawan),2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Perak,Manjung (Sitiawan),2018,Non-MoH,,,
Perak,Perak Tengah,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,50
Perak,Perak Tengah,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Perak,Perak Tengah,2015,Non-MoH,,,
Perak,Perak Tengah,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,50
Perak,Perak Tengah,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Perak,Perak Tengah,2016,Non-MoH,,,
Perak,Perak Tengah,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,50
Perak,Perak Tengah,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Perak,Perak Tengah,2017,Non-MoH,,,
Perak,Perak Tengah,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Perak,Perak Tengah,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Perak,Perak Tengah,2018,Non-MoH,,,
Pulau Pinang,Barat Daya,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,71
Pulau Pinang,Barat Daya,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Barat Daya,2015,Non-MoH,,,
Pulau Pinang,Barat Daya,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,81
Pulau Pinang,Barat Daya,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Barat Daya,2016,Non-MoH,,,
Pulau Pinang,Barat Daya,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,81
Pulau Pinang,Barat Daya,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Barat Daya,2017,Non-MoH,,,
Pulau Pinang,Barat Daya,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Pulau Pinang,Barat Daya,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Barat Daya,2018,Non-MoH,,,
Pulau Pinang,Seberang Perai Selatan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,105
Pulau Pinang,Seberang Perai Selatan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Selatan,2015,Non-MoH,,,
Pulau Pinang,Seberang Perai Selatan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,105
Pulau Pinang,Seberang Perai Selatan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Selatan,2016,Non-MoH,,,
Pulau Pinang,Seberang Perai Selatan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,105
Pulau Pinang,Seberang Perai Selatan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Selatan,2017,Non-MoH,,,
Pulau Pinang,Seberang Perai Selatan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Pulau Pinang,Seberang Perai Selatan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Selatan,2018,Non-MoH,,,
Pulau Pinang,Seberang Perai Tengah,2015,"Ministry of Health, Malaysia (MoH)",Hospital,2,564
Pulau Pinang,Seberang Perai Tengah,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Tengah,2015,Non-MoH,,,
Pulau Pinang,Seberang Perai Tengah,2016,"Ministry of Health, Malaysia (MoH)",Hospital,2,635
Pulau Pinang,Seberang Perai Tengah,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Tengah,2016,Non-MoH,,,
Pulau Pinang,Seberang Perai Tengah,2017,"Ministry of Health, Malaysia (MoH)",Hospital,2,635
Pulau Pinang,Seberang Perai Tengah,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Tengah,2017,Non-MoH,,,
Pulau Pinang,Seberang Perai Tengah,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Pulau Pinang,Seberang Perai Tengah,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Tengah,2018,Non-MoH,,,
Pulau Pinang,Seberang Perai Utara (Butterworth),2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,108
Pulau Pinang,Seberang Perai Utara (Butterworth),2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Utara (Butterworth),2015,Non-MoH,,,
Pulau Pinang,Seberang Perai Utara (Butterworth),2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,108
Pulau Pinang,Seberang Perai Utara (Butterworth),2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Utara (Butterworth),2016,Non-MoH,,,
Pulau Pinang,Seberang Perai Utara (Butterworth),2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,108
Pulau Pinang,Seberang Perai Utara (Butterworth),2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Utara (Butterworth),2017,Non-MoH,,,
Pulau Pinang,Seberang Perai Utara (Butterworth),2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Pulau Pinang,Seberang Perai Utara (Butterworth),2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Seberang Perai Utara (Butterworth),2018,Non-MoH,,,
Pulau Pinang,Timur Laut (Georgetown),2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,1198
Pulau Pinang,Timur Laut (Georgetown),2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Timur Laut (Georgetown),2015,Non-MoH,,,
Pulau Pinang,Timur Laut (Georgetown),2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,1201
Pulau Pinang,Timur Laut (Georgetown),2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Timur Laut (Georgetown),2016,Non-MoH,,,
Pulau Pinang,Timur Laut (Georgetown),2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,1136
Pulau Pinang,Timur Laut (Georgetown),2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Timur Laut (Georgetown),2017,Non-MoH,,,
Pulau Pinang,Timur Laut (Georgetown),2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Pulau Pinang,Timur Laut (Georgetown),2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Pulau Pinang,Timur Laut (Georgetown),2018,Non-MoH,,,
Perlis,Bera,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,408
Perlis,Bera,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Perlis,Bera,2015,Non-MoH,,,
Perlis,Bera,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,408
Perlis,Bera,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Perlis,Bera,2016,Non-MoH,,,
Perlis,Bera,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,508
Perlis,Bera,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Perlis,Bera,2017,Non-MoH,,,
Perlis,Bera,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Perlis,Bera,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Perlis,Bera,2018,Non-MoH,,,
Sabah,Beaufort,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,275
Sabah,Beaufort,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Beaufort,2015,Non-MoH,,,
Sabah,Beaufort,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,275
Sabah,Beaufort,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Beaufort,2016,Non-MoH,,,
Sabah,Beaufort,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,184
Sabah,Beaufort,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Beaufort,2017,Non-MoH,,,
Sabah,Beaufort,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Beaufort,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Beaufort,2018,Non-MoH,,,
Sabah,Beluran,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,52
Sabah,Beluran,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Beluran,2015,Non-MoH,,,
Sabah,Beluran,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,52
Sabah,Beluran,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Beluran,2016,Non-MoH,,,
Sabah,Beluran,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,46
Sabah,Beluran,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Beluran,2017,Non-MoH,,,
Sabah,Beluran,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Beluran,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Beluran,2018,Non-MoH,,,
Sabah,Keningau,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,212
Sabah,Keningau,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Keningau,2015,Non-MoH,,,
Sabah,Keningau,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,212
Sabah,Keningau,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Keningau,2016,Non-MoH,,,
Sabah,Keningau,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,212
Sabah,Keningau,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Keningau,2017,Non-MoH,,,
Sabah,Keningau,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Keningau,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Keningau,2018,Non-MoH,,,
Sabah,Kinabatangan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,68
Sabah,Kinabatangan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kinabatangan,2015,Non-MoH,,,
Sabah,Kinabatangan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,68
Sabah,Kinabatangan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kinabatangan,2016,Non-MoH,,,
Sabah,Kinabatangan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,68
Sabah,Kinabatangan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kinabatangan,2017,Non-MoH,,,
Sabah,Kinabatangan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Kinabatangan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kinabatangan,2018,Non-MoH,,,
Sabah,Kota Belud,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,172
Sabah,Kota Belud,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Belud,2015,Non-MoH,,,
Sabah,Kota Belud,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,172
Sabah,Kota Belud,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Belud,2016,Non-MoH,,,
Sabah,Kota Belud,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,172
Sabah,Kota Belud,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Belud,2017,Non-MoH,,,
Sabah,Kota Belud,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Kota Belud,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Belud,2018,Non-MoH,,,
Sabah,Kota Kinabalu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,2,989
Sabah,Kota Kinabalu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,2,806
Sabah,Kota Kinabalu,2015,Non-MoH,,1,40
Sabah,Kota Kinabalu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,2,1175
Sabah,Kota Kinabalu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,2,806
Sabah,Kota Kinabalu,2016,Non-MoH,,1,20
Sabah,Kota Kinabalu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,2,1160
Sabah,Kota Kinabalu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,2,926
Sabah,Kota Kinabalu,2017,Non-MoH,,1,20
Sabah,Kota Kinabalu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Kota Kinabalu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Kinabalu,2018,Non-MoH,,,
Sabah,Kota Marudu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,97
Sabah,Kota Marudu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Marudu,2015,Non-MoH,,,
Sabah,Kota Marudu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,97
Sabah,Kota Marudu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Marudu,2016,Non-MoH,,,
Sabah,Kota Marudu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,97
Sabah,Kota Marudu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Marudu,2017,Non-MoH,,,
Sabah,Kota Marudu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Kota Marudu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Marudu,2018,Non-MoH,,,
Sabah,Kota Penyu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sabah,Kota Penyu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Penyu,2015,Non-MoH,,,
Sabah,Kota Penyu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sabah,Kota Penyu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Penyu,2016,Non-MoH,,,
Sabah,Kota Penyu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sabah,Kota Penyu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Penyu,2017,Non-MoH,,,
Sabah,Kota Penyu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Kota Penyu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kota Penyu,2018,Non-MoH,,,
Sabah,Kudat,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,180
Sabah,Kudat,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kudat,2015,Non-MoH,,,
Sabah,Kudat,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,180
Sabah,Kudat,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kudat,2016,Non-MoH,,,
Sabah,Kudat,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,180
Sabah,Kudat,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kudat,2017,Non-MoH,,,
Sabah,Kudat,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Kudat,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kudat,2018,Non-MoH,,,
Sabah,Kunak,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sabah,Kunak,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kunak,2015,Non-MoH,,,
Sabah,Kunak,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sabah,Kunak,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kunak,2016,Non-MoH,,,
Sabah,Kunak,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sabah,Kunak,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kunak,2017,Non-MoH,,,
Sabah,Kunak,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Kunak,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Kunak,2018,Non-MoH,,,
Sabah,Lahad Datu,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,268
Sabah,Lahad Datu,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Lahad Datu,2015,Non-MoH,,,
Sabah,Lahad Datu,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,268
Sabah,Lahad Datu,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Lahad Datu,2016,Non-MoH,,,
Sabah,Lahad Datu,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,268
Sabah,Lahad Datu,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Lahad Datu,2017,Non-MoH,,,
Sabah,Lahad Datu,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Lahad Datu,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Lahad Datu,2018,Non-MoH,,,
Sabah,Nabawan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Nabawan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Nabawan,2015,Non-MoH,,,
Sabah,Nabawan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Nabawan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Nabawan,2016,Non-MoH,,,
Sabah,Nabawan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Nabawan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Nabawan,2017,Non-MoH,,,
Sabah,Nabawan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Nabawan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Nabawan,2018,Non-MoH,,,
Sabah,Papar,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,77
Sabah,Papar,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Papar,2015,Non-MoH,,,
Sabah,Papar,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,77
Sabah,Papar,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Papar,2016,Non-MoH,,,
Sabah,Papar,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,77
Sabah,Papar,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Papar,2017,Non-MoH,,,
Sabah,Papar,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Papar,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Papar,2018,Non-MoH,,,
Sabah,Penampang,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Penampang,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Penampang,2015,Non-MoH,,,
Sabah,Penampang,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Penampang,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Penampang,2016,Non-MoH,,,
Sabah,Penampang,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Penampang,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Penampang,2017,Non-MoH,,,
Sabah,Penampang,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Penampang,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Penampang,2018,Non-MoH,,,
Sabah,Pitas,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sabah,Pitas,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Pitas,2015,Non-MoH,,,
Sabah,Pitas,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,48
Sabah,Pitas,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Pitas,2016,Non-MoH,,,
Sabah,Pitas,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,72
Sabah,Pitas,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Pitas,2017,Non-MoH,,,
Sabah,Pitas,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Pitas,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Pitas,2018,Non-MoH,,,
Sabah,Putatan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Putatan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Putatan,2015,Non-MoH,,,
Sabah,Putatan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Putatan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Putatan,2016,Non-MoH,,,
Sabah,Putatan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Putatan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Putatan,2017,Non-MoH,,,
Sabah,Putatan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Putatan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Putatan,2018,Non-MoH,,,
Sabah,Ranau,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,110
Sabah,Ranau,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Ranau,2015,Non-MoH,,,
Sabah,Ranau,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,110
Sabah,Ranau,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Ranau,2016,Non-MoH,,,
Sabah,Ranau,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,110
Sabah,Ranau,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Ranau,2017,Non-MoH,,,
Sabah,Ranau,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Ranau,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Ranau,2018,Non-MoH,,,
Sabah,Sandakan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,400
Sabah,Sandakan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Sandakan,2015,Non-MoH,,,
Sabah,Sandakan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,400
Sabah,Sandakan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Sandakan,2016,Non-MoH,,,
Sabah,Sandakan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,400
Sabah,Sandakan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Sandakan,2017,Non-MoH,,,
Sabah,Sandakan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Sandakan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Sandakan,2018,Non-MoH,,,
Sabah,Semporna,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,70
Sabah,Semporna,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Semporna,2015,Non-MoH,,,
Sabah,Semporna,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,70
Sabah,Semporna,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Semporna,2016,Non-MoH,,,
Sabah,Semporna,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,100
Sabah,Semporna,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Semporna,2017,Non-MoH,,,
Sabah,Semporna,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Semporna,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Semporna,2018,Non-MoH,,,
Sabah,Sipitang,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,93
Sabah,Sipitang,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Sipitang,2015,Non-MoH,,,
Sabah,Sipitang,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,93
Sabah,Sipitang,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Sipitang,2016,Non-MoH,,,
Sabah,Sipitang,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,93
Sabah,Sipitang,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Sipitang,2017,Non-MoH,,,
Sabah,Sipitang,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Sipitang,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Sipitang,2018,Non-MoH,,,
Sabah,Tambunan,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,49
Sabah,Tambunan,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tambunan,2015,Non-MoH,,,
Sabah,Tambunan,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,49
Sabah,Tambunan,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tambunan,2016,Non-MoH,,,
Sabah,Tambunan,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,49
Sabah,Tambunan,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tambunan,2017,Non-MoH,,,
Sabah,Tambunan,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Tambunan,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tambunan,2018,Non-MoH,,,
Sabah,Tawau,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,401
Sabah,Tawau,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tawau,2015,Non-MoH,,,
Sabah,Tawau,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,401
Sabah,Tawau,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tawau,2016,Non-MoH,,,
Sabah,Tawau,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,401
Sabah,Tawau,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tawau,2017,Non-MoH,,,
Sabah,Tawau,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Tawau,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tawau,2018,Non-MoH,,,
Sabah,Tenom,2015,"Ministry of Health, Malaysia (MoH)",Hospital,1,92
Sabah,Tenom,2015,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tenom,2015,Non-MoH,,,
Sabah,Tenom,2016,"Ministry of Health, Malaysia (MoH)",Hospital,1,70
Sabah,Tenom,2016,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tenom,2016,Non-MoH,,,
Sabah,Tenom,2017,"Ministry of Health, Malaysia (MoH)",Hospital,1,70
Sabah,Tenom,2017,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tenom,2017,Non-MoH,,,
Sabah,Tenom,2018,"Ministry of Health, Malaysia (MoH)",Hospital,,
Sabah,Tenom,2018,"Ministry of Health, Malaysia (MoH)",Special medical institution,,
Sabah,Tenom,2018,Non-MoH,,,
Sabah,Tongad,2015,"Ministry of Health, Malaysia (MoH)",Hospital,,
